,data_source,file_name,is_header,content,true_label,pred_label
			  ""BCE6FAADA7179E84F3B9CAC2FC632551"",

			  ""6B17D1F2E12C4247F8BCE6E563A440F2""
			  ""77037D812DEB33A0F4A13945D898C296"",

			  ""4FE342E2FE1A7F9B8EE7EB4A7C0F9E16""
			  ""2BCE33576B315ECECBB6406837BF51F5"",
			  NULL, NULL);

      ecc->ref = ecc_alloc (3);
      ecc_set_str (&ecc->ref[0], /* 2 g */
		   ""7cf27b188d034f7e8a52380304b51ac3c08969e277f21b35a60b48fc47669978"",
		   ""7775510db8ed040293d9ac69f7430dbba7dade63ce982299e04b79d227873d1"");
      
      ecc_set_str (&ecc->ref[1], /* 3 g */
		   ""5ecbe4d1a6330a44c8f7ef951d4bf165e6c6b721efada985fb41661bc6e7fd6c"",
		   ""8734640c4998ff7e374b06ce1a64a2ecd82ab036384fb83d9a79b127a27d5032"");

      ecc_set_str (&ecc->ref[2], /* 4 g */
		   ""e2534a3532d08fbba02dde659ee62bd0031fe2db785596ef509302446b030852"",
		   ""e0f1575a4c633cc719dfee5fda862d764efc96c3f30ee0055c42c23f184ed8c6"");

      break;
    case 384:
      ecc_curve_init_str (ecc, ECC_TYPE_WEIERSTRASS,
			  /* p = 2^{384} - 2^{128} - 2^{96} + 2^{32} - 1 */
			  ""ffffffffffffffffffffffffffffffff""
			  ""fffffffffffffffffffffffffffffffe""
			  ""ffffffff0000000000000000ffffffff"",
			  
			  ""b3312fa7e23ee7e4988e056be3f82d19""
			  ""181d9c6efe8141120314088f5013875a""
			  ""c656398d8a2ed19d2a85c8edd3ec2aef"",
			  
			  ""ffffffffffffffffffffffffffffffff""
			  ""ffffffffffffffffc7634d81f4372ddf""
			  ""581a0db248b0a77aecec196accc52973"",
			  
			  ""aa87ca22be8b05378eb1c71ef320ad74""
			  ""6e1d3b628ba79b9859f741e082542a38""
			  ""5502f25dbf55296c3a545e3872760ab7"",
			  
			  ""3617de4a96262c6f5d9e98bf9292dc29""
			  ""f8f41dbd289a147ce9da3113b5f0b8c0""
			  ""0a60b1ce1d7e819d7a431d7c90ea0e5f"",
			  NULL, NULL);

      ecc->ref = ecc_alloc (3);
      ecc_set_str (&ecc->ref[0], /* 2 g */
		   ""8d999057ba3d2d969260045c55b97f089025959a6f434d651d207d19fb96e9e4fe0e86ebe0e64f85b96a9c75295df61"",
		   ""8e80f1fa5b1b3cedb7bfe8dffd6dba74b275d875bc6cc43e904e505f256ab4255ffd43e94d39e22d61501e700a940e80"");

      ecc_set_str (&ecc->ref[1], /* 3 g */
		   ""77a41d4606ffa1464793c7e5fdc7d98cb9d3910202dcd06bea4f240d3566da6b408bbae5026580d02d7e5c70500c831"",
		   ""c995f7ca0b0c42837d0bbe9602a9fc998520b41c85115aa5f7684c0edc111eacc24abd6be4b5d298b65f28600a2f1df1"");

      ecc_set_str (&ecc->ref[2], /* 4 g */
		   ""138251cd52ac9298c1c8aad977321deb97e709bd0b4ca0aca55dc8ad51dcfc9d1589a1597e3a5120e1efd631c63e1835"",
		   ""cacae29869a62e1631e8a28181ab56616dc45d918abc09f3ab0e63cf792aa4dced7387be37bba569549f1c02b270ed67"");

      break;
    case 521:
      ecc_curve_init_str (ecc, ECC_TYPE_WEIERSTRASS,
			  ""1ff"" /* p = 2^{521} - 1 */
			  ""ffffffffffffffffffffffffffffffff""
			  ""ffffffffffffffffffffffffffffffff""
			  ""ffffffffffffffffffffffffffffffff""
			  ""ffffffffffffffffffffffffffffffff"",

			  ""051""
			  ""953eb9618e1c9a1f929a21a0b68540ee""
			  ""a2da725b99b315f3b8b489918ef109e1""
			  ""56193951ec7e937b1652c0bd3bb1bf07""
			  ""3573df883d2c34f1ef451fd46b503f00"",

			  ""1ff""
			  ""ffffffffffffffffffffffffffffffff""
			  ""fffffffffffffffffffffffffffffffa""
			  ""51868783bf2f966b7fcc0148f709a5d0""
			  ""3bb5c9b8899c47aebb6fb71e91386409"",

			  ""c6""
			  ""858e06b70404e9cd9e3ecb662395b442""
			  ""9c648139053fb521f828af606b4d3dba""
			  ""a14b5e77efe75928fe1dc127a2ffa8de""
			  ""3348b3c1856a429bf97e7e31c2e5bd66"",

			  ""118""
			  ""39296a789a3bc0045c8a5fb42c7d1bd9""
			  ""98f54449579b446817afbd17273e662c""
			  ""97ee72995ef42640c550b9013fad0761""
			  ""353c7086a272c24088be94769fd16650"",
			  NULL, NULL);

      ecc->ref = ecc_alloc (3);
      ecc_set_str (&ecc->ref[0], /* 2 g */
		   ""433c219024277e7e682fcb288148c282747403279b1ccc06352c6e5505d769be97b3b204da6ef55507aa104a3a35c5af41cf2fa364d60fd967f43e3933ba6d783d"",
		   ""f4bb8cc7f86db26700a7f3eceeeed3f0b5c6b5107c4da97740ab21a29906c42dbbb3e377de9f251f6b93937fa99a3248f4eafcbe95edc0f4f71be356d661f41b02"");
      
      ecc_set_str (&ecc->ref[1], /* 3 g */
		   ""1a73d352443de29195dd91d6a64b5959479b52a6e5b123d9ab9e5ad7a112d7a8dd1ad3f164a3a4832051da6bd16b59fe21baeb490862c32ea05a5919d2ede37ad7d"",
		   ""13e9b03b97dfa62ddd9979f86c6cab814f2f1557fa82a9d0317d2f8ab1fa355ceec2e2dd4cf8dc575b02d5aced1dec3c70cf105c9bc93a590425f588ca1ee86c0e5"");

      ecc_set_str (&ecc->ref[2], /* 4 g */
		   ""35b5df64ae2ac204c354b483487c9070cdc61c891c5ff39afc06c5d55541d3ceac8659e24afe3d0750e8b88e9f078af066a1d5025b08e5a5e2fbc87412871902f3"",
		   ""82096f84261279d2b673e0178eb0b4abb65521aef6e6e32e1b5ae63fe2f19907f279f283e54ba385405224f750a95b85eebb7faef04699d1d9e21f47fc346e4d0d"");

      break;
    case 255:
      /* curve25519, y^2 = x^3 + 486662 x^2 + x (mod p), with p = 2^{255} - 19.

	 According to http://cr.yp.to/papers.html#newelliptic, this
	 is birationally equivalent to the Edwards curve

	   x^2 + y^2 = 1 + (121665/121666) x^2 y^2 (mod p).

	 And since the constant is not a square, the Edwards formulas
	 should be ""complete"", with no special cases needed for
	 doubling, neutral element, negatives, etc.

	 Generator is x = 9, with y coordinate
	 14781619447589544791020593568409986887264606134616475288964881837755586237401,
	 according to

	   x = Mod(9, 2^255-19); sqrt(x^3 + 486662*x^2 + x)

	 in PARI/GP. Also, in PARI notation,

	   curve25519 = Mod([0, 486662, 0, 1, 0], 2^255-19)
       */
      ecc_curve_init_str (ecc, ECC_TYPE_MONTGOMERY,
			  ""7fffffffffffffffffffffffffffffff""
			  ""ffffffffffffffffffffffffffffffed"",
			  ""76d06"",
			  /* Order of the subgroup is 2^252 + q_0, where
			     q_0 = 27742317777372353535851937790883648493,
			     125 bits.
			  */
			  ""10000000000000000000000000000000""
			  ""14def9dea2f79cd65812631a5cf5d3ed"",
			  ""9"",
			  /* y coordinate from PARI/GP
			     x = Mod(9, 2^255-19); sqrt(x^3 + 486662*x^2 + x)
			  */
			  ""20ae19a1b8a086b4e01edd2c7748d14c""
			  ""923d4d7e6d7c61b229e9c5a27eced3d9"",
			  /* (121665/121666) mod p, from PARI/GP
			     c = Mod(121665, p); c / (c+1)
			  */
			  ""2dfc9311d490018c7338bf8688861767""
			  ""ff8ff5b2bebe27548a14b235eca6874a"",
			  /* A square root of -486664 mod p, PARI/GP
			     -sqrt(Mod(-486664, p)) in PARI/GP.

			     Sign is important to map to the right
			     generator on the twisted edwards curve
			     used for EdDSA. */
			  ""70d9120b9f5ff9442d84f723fc03b081""
			  ""3a5e2c2eb482e57d3391fb5500ba81e7""
			  );
      ecc->ref = ecc_alloc (3);
      ecc_set_str (&ecc->ref[0], /* 2 g */
		   ""20d342d51873f1b7d9750c687d157114""
		   ""8f3f5ced1e350b5c5cae469cdd684efb"",
		   ""13b57e011700e8ae050a00945d2ba2f3""
		   ""77659eb28d8d391ebcd70465c72df563"");
      ecc_set_str (&ecc->ref[1], /* 3 g */
		   ""1c12bc1a6d57abe645534d91c21bba64""
		   ""f8824e67621c0859c00a03affb713c12"",
		   ""2986855cbe387eaeaceea446532c338c""
		   ""536af570f71ef7cf75c665019c41222b"");

      ecc_set_str (&ecc->ref[2], /* 4 g */
		   ""79ce98b7e0689d7de7d1d074a15b315f""
		   ""fe1805dfcd5d2a230fee85e4550013ef"",
		   ""75af5bf4ebdc75c8fe26873427d275d7""
		   ""3c0fb13da361077a565539f46de1c30"");

      break;

    default:
      fprintf (stderr, ""No known curve for size %d\n"", bit_size);
      exit(EXIT_FAILURE);     
    }
  ecc->bit_size = bit_size;
}

static void
ecc_curve_clear (struct ecc_curve *ecc)
{
  mpz_clear (ecc->p);
  mpz_clear (ecc->b);
  mpz_clear (ecc->q);
  ecc_clear (&ecc->g);
  mpz_clear (ecc->d);
  mpz_clear (ecc->t);
  if (ecc->table)
    {
      size_t i;
      for (i = 0; i < ecc->table_size; i++)
	ecc_clear (&ecc->table[i]);
      free (ecc->table);
    }
  if (ecc->ref)
    {
      size_t i;
      for (i = 0; i < 3; i++)
	ecc_clear (&ecc->ref[i]);
      free (ecc->ref);
    }
}

static unsigned
ecc_table_size(unsigned bits, unsigned k, unsigned c)
{
  unsigned p = (bits + k-1) / k;
  unsigned M = (p + c-1)/c;
  return M;
}

static void
ecc_pippenger_precompute (struct ecc_curve *ecc, unsigned k, unsigned c)
{
  unsigned M = ecc_table_size (ecc->bit_size, k, c);
  unsigned i, j;

  if (M < 2)
    {
      fprintf (stderr, ""Invalid parameters, implies M = %u\n"", M);
      exit (EXIT_FAILURE);
    }

  if (M == ecc_table_size (ecc->bit_size, k-1, c))
    fprintf(stderr,
	    ""warn: Parameters k = %u, c = %d are suboptimal, could use smaller k\n"",
	    k, c);

  ecc->pippenger_k = k;
  ecc->pippenger_c = c;
  ecc->table_size = M << c;
  assert (ecc->table_size >= 2);
  ecc->table = ecc_alloc (ecc->table_size);

  /* Compute the first 2^c entries */
  ecc_set_zero (&ecc->table[0]);
  ecc_set (&ecc->table[1], &ecc->g);

  for (j = 2; j < (1U<<c); j <<= 1)
    {
      /* T[j] = 2^k T[j/2] */
      assert (j < ecc->table_size);
      ecc_dup (ecc, &ecc->table[j], &ecc->table[j/2]);
      for (i = 1; i < k; i++)
	ecc_dup (ecc, &ecc->table[j], &ecc->table[j]);

      for (i = 1; i < j; i++)
	{
	  assert (j + i < ecc->table_size);
	  ecc_add (ecc, &ecc->table[j + i], &ecc->table[j], &ecc->table[i]);
	}
    }
  for (j = 1<<c; j < ecc->table_size; j++)
    {
      /* T[j] = 2^{kc} T[j-2^c] */
      ecc_dup (ecc, &ecc->table[j], &ecc->table[j - (1<<c)]);
      for (i = 1; i < k*c; i++)
	ecc_dup (ecc, &ecc->table[j], &ecc->table[j]);
    }
}

static void
ecc_mul_pippenger (const struct ecc_curve *ecc,
		   struct ecc_point *r, const mpz_t n_input)
{
  mpz_t n;
  unsigned k, c;
  unsigned i, j;
  unsigned bit_rows;

  mpz_init (n);
  
  mpz_mod (n, n_input, ecc->q);
  ecc_set_zero (r);

  k = ecc->pippenger_k;
  c = ecc->pippenger_c;

  bit_rows = (ecc->bit_size + k - 1) / k;

  for (i = k; i-- > 0; )
    {
      ecc_dup (ecc, r, r);
      for (j = 0; j * c < bit_rows; j++)
	{
	  unsigned bits;
	  mp_size_t bit_index;
	  
	  /* Extract c bits of the exponent, stride k, starting at i + kcj, ending at
	    i + k (cj + c - 1)*/
	  for (bits = 0, bit_index = i + k*(c*j+c); bit_index > i + k*c*j; )
	    {
	      bit_index -= k;
	      bits = (bits << 1) | mpz_tstbit (n, bit_index);
	    }

	  ecc_add (ecc, r, r, &ecc->table[(j << c) | bits]);
	}
    }
  mpz_clear (n);
}

static void
ecc_point_out (FILE *f, const struct ecc_point *p)
{
  if (p->is_zero)
    fprintf (f, ""zero"");
  else
    {
	fprintf (f, ""("");
	mpz_out_str (f, 16, p->x);
	fprintf (f, "",\n     "");
	mpz_out_str (f, 16, (p)->y);
	fprintf (f, "")"");
    }
}
#define ASSERT_EQUAL(p, q) do {						\
    if (!ecc_equal_p (p, q))						\
      {									\
	fprintf (stderr, ""%s:%d: ASSERT_EQUAL (%s, %s) failed.\n"",	\
		 __FILE__, __LINE__, #p, #q);				\
	fprintf (stderr, ""p = "");					\
	ecc_point_out (stderr, (p));					\
	fprintf (stderr, ""\nq = "");					\
	ecc_point_out (stderr, (q));					\
	fprintf (stderr, ""\n"");						\
	abort();							\
      }									\
  } while (0)

#define ASSERT_ZERO(p) do {						\
    if (!ecc_zero_p (p))						\
      {									\
	fprintf (stderr, ""%s:%d: ASSERT_ZERO (%s) failed.\n"",		\
		 __FILE__, __LINE__, #p);				\
	fprintf (stderr, ""p = "");					\
	ecc_point_out (stderr, (p));					\
	fprintf (stderr, ""\n"");						\
	abort();							\
      }									\
  } while (0)

static void
ecc_curve_check (const struct ecc_curve *ecc)
{
  struct ecc_point p, q;
  mpz_t n;

  ecc_init (&p);
  ecc_init (&q);
  mpz_init (n);

  ecc_dup (ecc, &p, &ecc->g);
  if (ecc->ref)
    ASSERT_EQUAL (&p, &ecc->ref[0]);
  else
    {
      fprintf (stderr, ""g2 = "");
      mpz_out_str (stderr, 16, p.x);
      fprintf (stderr, ""\n     "");
      mpz_out_str (stderr, 16, p.y);
      fprintf (stderr, ""\n"");
    }
  ecc_add (ecc, &q, &p, &ecc->g);
  if (ecc->ref)
    ASSERT_EQUAL (&q, &ecc->ref[1]);
  else
    {
      fprintf (stderr, ""g3 = "");
      mpz_out_str (stderr, 16, q.x);
      fprintf (stderr, ""\n     "");
      mpz_out_str (stderr, 16, q.y);
      fprintf (stderr, ""\n"");
    }

  ecc_add (ecc, &q, &q, &ecc->g);
  if (ecc->ref)
    ASSERT_EQUAL (&q, &ecc->ref[2]);
  else
    {
      fprintf (stderr, ""g4 = "");
      mpz_out_str (stderr, 16, q.x);
      fprintf (stderr, ""\n     "");
      mpz_out_str (stderr, 16, q.y);
      fprintf (stderr, ""\n"");
    }

  ecc_dup (ecc, &q, &p);
  if (ecc->ref)
    ASSERT_EQUAL (&q, &ecc->ref[2]);
  else
    {
      fprintf (stderr, ""g4 = "");
      mpz_out_str (stderr, 16, q.x);
      fprintf (stderr, ""\n     "");
      mpz_out_str (stderr, 16, q.y);
      fprintf (stderr, ""\n"");
    }

  ecc_mul_binary (ecc, &p, ecc->q, &ecc->g);
  ASSERT_ZERO (&p);

  ecc_mul_pippenger (ecc, &q, ecc->q);
  ASSERT_ZERO (&q);

  ecc_clear (&p);
  ecc_clear (&q);
  mpz_clear (n);
}

static void
output_digits (const mpz_t x,
	       unsigned size, unsigned bits_per_limb)
{  
  mpz_t t;
  mpz_t mask;
  mpz_t limb;
  unsigned i;
  const char *suffix;

  mpz_init (t);
  mpz_init (mask);
  mpz_init (limb);

  mpz_setbit (mask, bits_per_limb);
  mpz_sub_ui (mask, mask, 1);

  suffix = bits_per_limb > 32 ? ""ULL"" : ""UL"";

  mpz_init_set (t, x);

  for (i = 0; i < size; i++)
    {
      if ( (i % 8) == 0)
	printf(""\n "");
      
      mpz_and (limb, mask, t);
      printf ("" 0x"");
      mpz_out_str (stdout, 16, limb);
      printf (""%s,"", suffix);
      mpz_tdiv_q_2exp (t, t, bits_per_limb);
    }

  mpz_clear (t);
  mpz_clear (mask);
  mpz_clear (limb);
}

static void
output_bignum (const char *name, const mpz_t x,
	       unsigned size, unsigned bits_per_limb)
{  
  printf (""static const mp_limb_t %s[%d] = {"", name, size);
  output_digits (x, size, bits_per_limb);
  printf(""\n};\n"");
}

static void
output_point (const char *name, const struct ecc_curve *ecc,
	      const struct ecc_point *p, int use_redc,
	      unsigned size, unsigned bits_per_limb)
{
  mpz_t x, y, t;

  mpz_init (x);
  mpz_init (y);
  mpz_init (t);
 
  if (name)
    printf(""static const mp_limb_t %s[%u] = {"", name, 2*size);

  if (ecc->use_edwards)
    {
      if (ecc_zero_p (p))
	{
	  mpz_set_si (x, 0);
	  mpz_set_si (y, 1);
	}
      else if (!mpz_sgn (p->y))
	{
	  assert (!mpz_sgn (p->x));
	  mpz_set_si (x, 0);
	  mpz_set_si (y, -1);
	}
      else
	{
	  mpz_invert (x, p->y, ecc->p);
	  mpz_mul (x, x, p->x);
	  mpz_mul (x, x, ecc->t);	 
	  mpz_mod (x, x, ecc->p);

	  mpz_sub_ui (y, p->x, 1);
	  mpz_add_ui (t, p->x, 1);
	  mpz_invert (t, t, ecc->p);
	  mpz_mul (y, y, t);
	  mpz_mod (y, y, ecc->p);
	}
    }
  else
    {
      mpz_set (x, p->x);
      mpz_set (y, p->y);
    }
  if (use_redc)
    {
      mpz_mul_2exp (x, x, size * bits_per_limb);
      mpz_mod (x, x, ecc->p);
      mpz_mul_2exp (y, y, size * bits_per_limb);
      mpz_mod (y, y, ecc->p);
    }
      
  output_digits (x, size, bits_per_limb);
  output_digits (y, size, bits_per_limb);

  if (name)
    printf(""\n};\n"");

  mpz_clear (x);
  mpz_clear (y);
  mpz_clear (t);
}

static unsigned
output_modulo (const char *name, const mpz_t x,
	       unsigned size, unsigned bits_per_limb)
{
  mpz_t mod;
  unsigned bits;

  mpz_init (mod);

  mpz_setbit (mod, bits_per_limb * size);
  mpz_mod (mod, mod, x);

  bits = mpz_sizeinbase (mod, 2);
  output_bignum (name, mod, size, bits_per_limb);
  
  mpz_clear (mod);
  return bits;
}

static void
output_curve (const struct ecc_curve *ecc, unsigned bits_per_limb)
{
  unsigned limb_size = (ecc->bit_size + bits_per_limb - 1)/bits_per_limb;
  unsigned i;
  unsigned bits, e;
  int redc_limbs;
  mpz_t t;

  mpz_init (t);

  printf (""/* For NULL. */\n#include <stddef.h>\n"");

  printf (""#define ECC_LIMB_SIZE %u\n"", limb_size);
  printf (""#define ECC_PIPPENGER_K %u\n"", ecc->pippenger_k);
  printf (""#define ECC_PIPPENGER_C %u\n"", ecc->pippenger_c);

  output_bignum (""ecc_p"", ecc->p, limb_size, bits_per_limb);
  output_bignum (""ecc_b"", ecc->b, limb_size, bits_per_limb);
  if (ecc->use_edwards)
    output_bignum (""ecc_d"", ecc->d, limb_size, bits_per_limb);
  output_bignum (""ecc_q"", ecc->q, limb_size, bits_per_limb);
  output_point (""ecc_g"", ecc, &ecc->g, 0, limb_size, bits_per_limb);
  
  bits = output_modulo (""ecc_Bmodp"", ecc->p, limb_size, bits_per_limb);
  printf (""#define ECC_BMODP_SIZE %u\n"",
	  (bits + bits_per_limb - 1) / bits_per_limb);
  bits = output_modulo (""ecc_Bmodq"", ecc->q, limb_size, bits_per_limb);
  printf (""#define ECC_BMODQ_SIZE %u\n"",
	  (bits + bits_per_limb - 1) / bits_per_limb);
  bits = mpz_sizeinbase (ecc->q, 2);
  if (bits < ecc->bit_size)
    {
      /* for curve25519, with q = 2^k + q', with a much smaller q' */
      unsigned mbits;
      unsigned shift;

      /* Shift to align the one bit at B */
      shift = bits_per_limb * limb_size + 1 - bits;
      
      mpz_set (t, ecc->q);
      mpz_clrbit (t, bits-1);
      mbits = mpz_sizeinbase (t, 2);

      /* The shifted value must be a limb smaller than q. */
      if (mbits + shift + bits_per_limb <= bits)
	{
	  /* q of the form 2^k + q', with q' a limb smaller */
	  mpz_mul_2exp (t, t, shift);
	  output_bignum (""ecc_mBmodq_shifted"", t, limb_size, bits_per_limb);
	}
    }

  if (ecc->bit_size < limb_size * bits_per_limb)
    {
      int shift;

      mpz_set_ui (t, 0);
      mpz_setbit (t, ecc->bit_size);
      mpz_sub (t, t, ecc->p);      
      output_bignum (""ecc_Bmodp_shifted"", t, limb_size, bits_per_limb);

      shift = limb_size * bits_per_limb - ecc->bit_size;
      if (shift > 0)
	{
	  /* Check condition for reducing hi limbs. If s is the
	     normalization shift and n is the bit size (so that s + n
	     = limb_size * bite_per_limb), then we need

	       (2^n - 1) + (2^s - 1) (2^n - p) < 2p

	     or equivalently,

	       2^s (2^n - p) <= p

	     To a allow a carry limb to be added in at the same time,
	     substitute s+1 for s.
	  */
	  /* FIXME: For ecdsa verify, we actually need the stricter
	     inequality < 2 q. */
	  mpz_mul_2exp (t, t, shift + 1);
	  if (mpz_cmp (t, ecc->p) > 0)
	    {
	      fprintf (stderr, ""Reduction condition failed for %u-bit curve.\n"",
		       ecc->bit_size);
	      exit (EXIT_FAILURE);
	    }
	}
    }
  else
    printf (""#define ecc_Bmodp_shifted ecc_Bmodp\n"");

  if (bits < limb_size * bits_per_limb)
    {
      mpz_set_ui (t, 0);
      mpz_setbit (t, bits);
      mpz_sub (t, t, ecc->q);      
      output_bignum (""ecc_Bmodq_shifted"", t, limb_size, bits_per_limb);      
    }
  else
    printf (""#define ecc_Bmodq_shifted ecc_Bmodq\n"");

  mpz_add_ui (t, ecc->p, 1);
  mpz_fdiv_q_2exp (t, t, 1);
  output_bignum (""ecc_pp1h"", t, limb_size, bits_per_limb);      

  mpz_add_ui (t, ecc->q, 1);
  mpz_fdiv_q_2exp (t, t, 1);
  output_bignum (""ecc_qp1h"", t, limb_size, bits_per_limb);  

  if (ecc->use_edwards)
    output_bignum (""ecc_edwards"", ecc->t, limb_size, bits_per_limb);

  /* Trailing zeros in p+1 correspond to trailing ones in p. */
  redc_limbs = mpz_scan0 (ecc->p, 0) / bits_per_limb;
  if (redc_limbs > 0)
    {
      mpz_add_ui (t, ecc->p, 1);
      mpz_fdiv_q_2exp (t, t, redc_limbs * bits_per_limb);
      output_bignum (""ecc_redc_ppm1"", t, limb_size - redc_limbs, bits_per_limb);
    }
  else
    {    
      /* Trailing zeros in p-1 correspond to zeros just above the low
	 bit of p */
      redc_limbs = mpz_scan1 (ecc->p, 1) / bits_per_limb;
      if (redc_limbs > 0)
	{
	  printf (""#define ecc_redc_ppm1 (ecc_p + %d)\n"",
		  redc_limbs);
	  redc_limbs = -redc_limbs;
	}
      else
	printf (""#define ecc_redc_ppm1 NULL\n"");
    }
  printf (""#define ECC_REDC_SIZE %d\n"", redc_limbs);

  /* For mod p square root computation. */
  if (mpz_fdiv_ui (ecc->p, 4) == 3)
    {
      /* x = a^{(p+1)/4} gives square root of a (if it exists,
